Id,LotArea,OverallCond,YearBuilt,YearRemodAdd,TotalBsmtSF,GrLivArea,TotRmsAbvGrd,GarageArea,MiscVal,YrSold,SalePrice,Is_above_med
857,10970,6,1978,1978,940,1026,5,576,0,2008,147000,0
858,8125,5,1994,1995,702,1481,6,343,0,2009,174000,0
859,10400,5,1976,1976,1090,1370,6,479,0,2009,152000,0
860,11029,7,1968,1984,1054,2654,9,619,0,2006,250000,1
861,7642,8,1918,1998,912,1426,7,216,0,2007,189950,0
862,11625,4,1965,1965,1039,1039,6,504,0,2010,131500,0
863,9672,5,1984,1985,1040,1097,6,480,0,2010,152000,0
864,7931,5,1959,1959,1148,1148,6,672,0,2009,132500,0
865,8640,5,2007,2008,1372,1372,6,529,0,2008,250580,1
866,8750,6,1970,1970,1002,1002,5,902,0,2009,148500,0
867,10656,5,2006,2007,1638,1646,6,870,0,2007,248900,1
868,6970,5,1961,1961,1040,1120,5,544,400,2007,129000,0
869,14762,6,1948,1950,0,2320,7,672,0,2006,169000,0
870,9938,5,1993,1994,1050,1949,8,574,0,2010,236000,0
871,6600,5,1962,1962,894,894,5,308,0,2009,109500,0
872,8750,5,1998,1998,804,1682,7,523,0,2010,200500,0
873,8892,7,1953,1996,105,910,5,414,0,2008,116000,0
874,12144,7,1949,1950,832,1268,6,288,0,2009,133000,0
875,5720,6,1941,1950,676,1131,5,200,0,2009,66500,0
876,9000,5,2007,2007,1184,2610,11,550,0,2007,303477,1
877,25286,5,1963,1963,1064,1040,5,648,0,2007,132250,0
878,8834,5,2004,2005,1462,2224,10,738,0,2009,350000,1
879,11782,7,1961,1995,1109,1155,6,576,400,2010,148000,0
880,7000,8,1978,2005,864,864,6,336,0,2009,136500,0
881,7024,5,2005,2006,1090,1090,5,450,0,2007,157000,0
882,13758,5,1990,1991,1156,1717,7,400,0,2007,187500,0
883,9636,5,1992,1993,808,1593,7,389,0,2009,178000,0
884,6204,5,1912,1950,795,2230,10,440,0,2006,118500,0
885,7150,5,1967,1967,892,892,5,288,0,2009,100000,0
886,5119,5,1999,2000,1698,1709,5,506,0,2008,328900,1
887,8393,5,1959,2005,1626,1712,8,588,0,2006,145000,0
888,16466,7,1955,1955,816,1393,8,300,0,2008,135500,0
889,15865,6,1970,1970,2217,2217,8,621,0,2007,268000,1
890,12160,4,1953,1953,1505,1505,6,505,0,2009,149500,0
891,8064,7,1949,2006,672,924,6,576,2000,2007,122900,0
892,11184,5,1978,1978,918,1683,7,440,0,2009,172500,0
893,8414,8,1963,2003,1059,1068,6,264,0,2006,154500,0
894,13284,5,1954,1954,1383,1383,6,354,0,2008,165000,0
895,7018,5,1979,1979,0,1535,8,400,0,2009,118858,0
896,7056,5,1963,1963,780,1796,8,483,0,2008,140000,0
897,8765,6,1936,1950,951,951,6,327,0,2006,106500,0
898,7018,5,1979,1979,0,2240,12,528,0,2009,142953,0
899,12919,5,2009,2010,2330,2364,11,820,0,2010,611657,1
900,6993,7,1961,1994,912,1236,6,288,0,2006,135000,0
901,7340,6,1971,1971,858,858,4,684,0,2007,110000,0
902,8712,7,1957,2000,992,1306,5,756,0,2009,153000,0
903,7875,5,2003,2003,783,1509,8,393,0,2006,180000,0
904,14859,5,2006,2006,1670,1670,7,690,0,2006,240000,0
905,6173,6,1967,1967,876,902,6,288,0,2007,125500,0
906,9920,5,1954,1954,1056,1063,6,280,0,2010,128000,0
907,13501,5,2006,2006,1623,1636,8,865,0,2007,255000,1
908,11500,7,1936,1987,1017,2057,6,180,0,2006,250000,1
909,8885,5,1983,1983,864,902,5,484,0,2006,131000,0
910,12589,5,2005,2005,742,1484,8,390,0,2009,174000,0
911,11600,5,1960,1960,1105,2274,12,480,0,2010,154300,0
912,9286,7,1977,1989,1268,1268,5,252,0,2009,143500,0
913,6120,7,1925,1950,768,1015,6,450,620,2006,88000,0
914,6270,6,1949,1950,1001,2002,8,871,0,2007,145000,0
915,3000,5,2009,2009,612,1224,4,528,0,2009,173733,0
916,2001,5,1970,1970,546,1092,6,286,0,2007,75000,0
917,9000,3,1949,1950,480,480,4,308,0,2006,35311,0
918,17140,6,1956,1956,1134,1229,6,284,0,2009,135000,0
919,13125,5,1991,1991,1104,2127,8,833,0,2007,238000,0
920,11029,8,1958,2002,1184,1414,6,601,0,2008,176500,0
921,8462,5,1994,1994,928,1721,7,471,0,2007,201000,0
922,8777,7,1900,2003,1272,2200,9,0,0,2008,145900,0
923,10237,5,2005,2006,1316,1316,6,397,0,2006,169990,0
924,8012,5,1993,1994,1604,1617,5,533,0,2008,193000,0
925,10240,6,1980,1980,1686,1686,7,612,0,2006,207500,0
926,15611,6,1977,1977,1126,1126,6,540,0,2008,175000,0
927,11999,5,2003,2004,1181,2374,10,656,0,2007,285000,1
928,9900,5,1968,1968,832,1978,9,486,0,2008,176000,0
929,11838,5,2001,2001,1753,1788,7,522,0,2009,236500,0
930,13006,5,1997,1997,964,2236,8,642,0,2006,222000,0
931,8925,5,2007,2007,1466,1466,7,610,0,2009,201000,0
932,9100,6,1965,1965,925,925,5,429,0,2009,117500,0
933,11670,5,2006,2006,1905,1905,8,788,0,2007,320000,1
934,8487,5,2004,2004,1500,1500,6,570,0,2009,190000,0
935,27650,7,1960,2007,585,2069,9,505,0,2008,242000,0
936,5825,5,1926,1953,600,747,5,528,0,2006,79900,0
937,10083,5,2003,2003,1176,1200,5,555,0,2009,184900,0
938,9675,5,2005,2005,1113,1971,8,689,0,2009,253000,1
939,8760,5,2006,2006,1391,1962,7,868,0,2006,239799,0
940,24090,7,1940,1950,1032,2403,10,349,0,2010,244400,0
941,12640,5,1976,1976,1728,1728,8,574,0,2006,150900,0
942,8755,5,1999,1999,992,2060,8,390,0,2009,214000,0
943,7711,3,1977,1977,1440,1440,8,0,0,2007,150000,0
944,25000,4,1967,1967,1632,1632,8,576,0,2007,143000,0
945,14375,6,1958,1958,819,1344,7,525,0,2009,137500,0
946,8820,6,1890,1996,1088,1869,7,456,0,2009,124900,0
947,8163,6,1959,1959,1144,1144,6,796,0,2006,143000,0
948,14536,5,2002,2003,1616,1629,9,808,0,2007,270000,1
949,14006,5,2002,2002,936,1776,7,474,0,2006,192500,0
950,9360,7,1972,2006,1161,1381,5,676,0,2010,197500,0
951,7200,8,1950,2002,864,864,5,720,0,2007,129000,0
952,7800,5,1965,1965,828,965,6,300,0,2006,119900,0
953,7200,8,1972,2003,768,768,5,396,0,2009,133900,0
954,11075,4,1969,1969,784,1968,7,530,400,2008,172000,0
955,9400,5,1975,1975,945,980,4,0,0,2006,127500,0
956,7136,6,1946,1950,979,1958,8,492,0,2007,145000,0
957,1300,6,1980,1980,561,1229,5,462,0,2009,124000,0
958,7420,5,1962,1962,1057,1057,6,576,0,2007,132000,0
959,8450,5,2003,2003,1337,1337,6,531,0,2007,185000,0
960,2572,5,1999,1999,696,1416,6,484,0,2010,155000,0
961,7207,7,1958,2008,858,858,4,0,0,2010,116500,0
962,12227,7,1977,1995,1330,2872,11,619,0,2008,272000,1
963,2308,6,1976,1976,804,1548,7,440,0,2007,155000,0
964,11923,5,2007,2007,1800,1800,7,702,0,2009,239000,0
965,11316,5,2002,2003,817,1894,8,510,0,2010,214900,0
966,10237,5,2005,2007,783,1484,8,393,0,2007,178900,0
967,9600,7,1940,1950,728,1308,7,256,0,2009,160000,0
968,7390,7,1955,1955,1098,1098,6,260,0,2008,135000,0
969,5925,6,1910,1950,600,968,6,0,0,2009,37900,0
970,10382,5,1958,1958,588,1095,6,264,0,2006,140000,0
971,10800,4,1949,1950,720,1192,6,0,0,2006,135000,0
972,2268,5,2003,2004,764,1626,6,474,0,2009,173000,0
973,7892,5,1979,1979,918,918,5,264,0,2010,99500,0
974,11639,5,2007,2008,1428,1428,6,480,0,2008,182000,0
975,11414,8,1910,1993,728,2019,8,532,0,2009,167500,0
976,2651,5,2000,2000,673,1382,6,490,0,2006,165000,0
977,5900,7,1923,1958,440,869,4,0,0,2006,85500,0
978,4274,5,2006,2007,1241,1241,4,569,0,2007,199900,0
979,9450,5,1954,1954,894,894,5,400,0,2007,110000,0
980,8816,6,1963,1963,1121,1121,5,480,0,2009,139000,0
981,12122,9,1961,2007,944,999,6,588,0,2008,178400,0
982,12203,5,1998,1999,1225,2612,8,676,0,2009,336000,1
983,3182,5,2007,2007,1266,1266,6,388,0,2008,159895,0
984,11250,5,2002,2002,1128,2290,9,779,0,2008,255900,1
985,10125,5,1977,1977,0,1734,8,539,0,2009,126000,0
986,10880,5,1950,1950,1164,1164,5,240,0,2008,125000,0
987,5310,8,1910,2003,485,1635,5,255,0,2006,117000,0
988,10159,5,2009,2010,1930,1940,8,606,0,2010,395192,1
989,12046,6,1976,1976,848,2030,8,551,0,2007,195000,0
990,8125,5,2006,2006,770,1576,6,614,0,2006,197000,0
991,9452,5,1997,1998,1396,2392,7,870,0,2006,348000,1
992,17671,9,1882,1986,916,1742,8,424,0,2009,168000,0
993,9760,8,1964,1993,822,1851,7,440,0,2007,187000,0
994,8846,5,2005,2006,750,1500,6,564,0,2006,173900,0
995,12456,5,2006,2007,1700,1718,7,786,0,2009,337500,1
996,4712,7,1946,1950,747,1230,5,305,0,2006,121600,0
997,10659,6,1961,1961,1050,1050,6,368,0,2006,136500,0
998,11717,6,1970,1970,1442,1442,6,615,0,2009,185000,0
999,9786,4,1922,1950,1007,1077,6,210,0,2006,91000,0
1000,6762,5,2006,2006,1187,1208,6,632,0,2010,206000,0
1001,10206,3,1952,1952,0,944,4,528,0,2009,82000,0
1002,5400,6,1920,1950,691,691,4,216,0,2007,86000,0
1003,11957,5,2006,2006,1574,1574,7,824,0,2008,232000,0
1004,11500,6,1976,1976,1680,1680,8,528,0,2007,136905,0
1005,3182,5,2005,2006,1346,1504,7,457,0,2009,181000,0
1006,8385,8,1977,1977,985,985,6,328,0,2008,149900,0
1007,12155,3,1970,1970,1657,1657,7,484,0,2007,163500,0
1008,2217,4,1970,1970,546,1092,6,286,0,2009,88000,0
1009,12118,5,2004,2005,1710,1710,7,550,0,2009,240000,0
1010,6000,5,1926,1950,1008,1522,7,0,0,2006,102000,0
1011,21286,5,1948,1950,720,1271,7,312,0,2008,135000,0
1012,9825,5,1965,1965,0,1664,8,0,0,2010,100000,0
1013,10592,7,1923,1996,602,1502,7,180,0,2007,165000,0
1014,7200,4,1910,2006,1022,1022,4,280,0,2009,85000,0
1015,11664,5,1948,1950,1082,1082,5,240,0,2007,119200,0
1016,8400,6,2001,2001,810,1665,6,528,0,2009,227000,0
1017,11883,5,1996,1996,1504,1504,6,478,0,2009,203000,0
1018,5814,5,1984,1984,1220,1360,4,565,0,2009,187500,0
1019,10784,5,1991,1992,384,1472,7,402,0,2007,160000,0
1020,3013,5,2005,2005,1362,1506,6,440,0,2006,213490,0
1021,7024,5,2005,2005,1132,1132,5,451,0,2008,176000,0
1022,7406,5,2006,2006,1199,1220,6,632,0,2006,194000,0
1023,9439,5,1930,1950,912,1248,6,160,0,2007,87000,0
1024,3182,5,2005,2006,1346,1504,7,437,0,2008,191000,0
1025,15498,6,1976,1976,1565,2898,10,665,0,2008,287000,1
1026,7700,5,1972,1972,882,882,5,461,0,2007,112500,0
1027,9300,5,1960,1960,1268,1264,6,461,0,2010,167500,0
1028,9520,5,2007,2008,1638,1646,7,800,0,2008,293077,1
1029,9492,5,1941,1950,768,1376,6,240,0,2007,105000,0
1030,1680,7,1972,1972,672,1218,7,264,0,2006,118000,0
1031,7082,8,1916,1995,686,1928,10,0,0,2006,160000,0
1032,15863,3,1920,1970,824,3082,12,672,0,2009,197000,0
1033,14541,7,1993,1993,1338,2520,10,796,0,2006,310000,1
1034,8125,5,2002,2002,1654,1654,6,900,0,2006,230000,0
1035,6305,7,1938,1950,920,954,5,240,0,2007,119750,0
1036,11500,3,1957,1957,0,845,5,290,0,2009,84000,0
1037,12898,5,2007,2008,1620,1620,6,912,0,2009,315500,1
1038,9240,5,2001,2002,1055,2263,7,905,0,2008,287000,1
1039,1533,6,1970,2008,546,1344,6,0,0,2009,97000,0
1040,1477,4,1970,1970,630,630,3,286,0,2009,80000,0
1041,13125,4,1957,2000,1134,1803,8,484,0,2006,155000,0
1042,9130,8,1966,2000,800,1632,7,484,0,2008,173000,0
1043,5381,5,2005,2005,1306,1306,5,624,0,2009,196000,0
1044,11839,5,1990,1990,1475,2329,10,514,0,2008,262280,1
1045,9600,5,1981,1981,2524,2524,9,542,0,2009,278000,1
1046,13680,5,1955,1955,0,1733,8,452,0,2009,139600,0
1047,16056,5,2005,2006,1992,2868,11,716,0,2006,556581,1
1048,9245,5,1994,1995,990,990,5,672,0,2008,145000,0
1049,21750,4,1960,2006,0,1771,9,336,0,2009,115000,0
1050,11100,7,1946,2006,0,930,6,308,0,2010,84900,0
1051,8993,5,2007,2007,1302,1302,6,436,0,2007,176485,0
1052,11175,5,2007,2007,1316,1316,6,440,0,2007,200141,0
1053,9500,6,1964,1978,816,1977,9,540,0,2007,165000,0
1054,8562,6,1957,2002,1216,1526,7,364,0,2010,144500,0
1055,11367,5,2002,2002,1065,1989,7,586,0,2006,255000,1
1056,11361,5,1976,1976,1193,1523,7,478,0,2008,180000,0
1057,7052,5,2005,2005,1364,1364,6,484,0,2006,185850,0
1058,29959,6,1994,1994,973,1850,7,467,0,2009,248000,1
1059,11308,5,2008,2008,1104,2184,10,836,0,2009,335000,1
1060,11275,7,1932,1950,854,1991,7,432,0,2007,220000,0
1061,4920,5,2001,2001,1338,1338,6,582,0,2010,213500,0
1062,18000,4,1935,1950,894,894,6,1248,560,2008,81000,0
1063,13600,5,1900,1950,662,2337,10,560,0,2007,90000,0
1064,6000,6,1925,1980,1103,1103,5,440,0,2006,110500,0
1065,11000,6,1966,1966,1154,1154,6,480,0,2009,154000,0
1066,14000,5,1996,1997,1306,2260,7,533,0,2010,328000,1
1067,7837,7,1993,1994,799,1571,7,380,0,2009,178000,0
1068,9760,6,1964,1964,780,1611,7,442,0,2008,167900,0
1069,3964,4,1973,1973,942,2521,10,576,0,2006,151400,0
1070,9600,7,1949,2003,845,893,4,576,0,2007,135000,0
1071,10152,5,1956,1956,1048,1048,6,286,0,2007,135000,0
1072,11700,6,1968,1968,727,1556,8,441,0,2009,154000,0
1073,7585,3,1948,1950,810,1456,7,280,0,2006,91500,0
1074,7950,6,1977,1977,690,1426,6,440,0,2009,159500,0
1075,8556,5,2006,2006,1240,1240,5,826,0,2007,194000,0
1076,13125,6,1940,1984,800,1740,6,240,0,2007,219500,0
1077,10800,8,1936,1989,796,1466,7,566,500,2006,170000,0
1078,15870,5,1969,1969,1096,1096,6,299,0,2006,138800,0
1079,4435,5,2004,2004,848,848,3,420,0,2006,155900,0
1080,8775,5,1994,1994,990,990,5,299,0,2007,126000,0
1081,11040,7,1971,2004,1258,1258,5,528,0,2008,145000,0
1082,7500,5,1963,1963,1040,1040,5,308,0,2010,133000,0
1083,8749,5,2002,2002,1459,1459,6,527,0,2007,192000,0
1084,8800,6,1964,1964,1251,1251,6,461,700,2006,160000,0
1085,13031,5,1995,1996,691,1498,6,409,0,2006,187500,0
1086,9069,6,1992,1992,936,996,5,564,0,2010,147000,0
1087,1974,5,1973,1973,546,1092,6,286,0,2010,83500,0
1088,10574,5,2005,2006,1082,1953,9,1043,0,2009,252000,1
1089,2522,5,2004,2004,970,1709,7,380,0,2006,137500,0
1090,3316,5,2005,2005,1247,1247,4,550,0,2006,197000,0
1091,8544,4,1950,1950,0,1040,6,400,0,2009,92900,0
1092,2160,5,1999,2000,600,1252,4,462,0,2008,160000,0
1093,8400,5,1925,1950,1181,1694,7,576,0,2008,136500,0
1094,9230,8,1965,1998,864,1200,6,884,0,2006,146000,0
1095,5868,7,1956,2000,936,936,4,308,0,2010,129000,0
1096,9317,5,2006,2006,1314,1314,6,440,0,2007,176432,0
1097,6882,7,1914,2006,684,1355,7,0,0,2007,127000,0
1098,3696,5,1986,1986,1074,1088,5,461,0,2007,170000,0
1099,6000,6,1936,1950,672,1324,6,240,0,2009,128000,0
1100,11880,5,1978,1978,1271,1601,7,478,0,2009,157000,0
1101,8400,5,1920,1950,290,438,3,246,0,2009,60000,0
1102,9758,5,1971,1971,950,950,5,280,0,2007,119500,0
1103,7000,7,1960,2002,1010,1134,6,254,0,2007,135000,0
1104,8910,6,1959,1959,655,1194,6,539,0,2006,159500,0
1105,2016,5,1970,1970,630,1302,6,440,0,2007,106000,0
1106,12256,5,1994,1995,1463,2622,9,712,0,2010,325000,1
1107,10357,5,1990,1991,910,1442,6,719,0,2007,179900,0
1108,23257,5,2006,2006,868,2021,9,422,0,2006,274725,1
1109,8063,5,2000,2000,924,1690,7,463,0,2007,181000,0
1110,11362,5,2004,2005,1836,1836,7,862,0,2009,280000,1
1111,8000,5,1995,1996,773,1658,8,431,0,2008,188000,0
1112,10480,6,1976,1976,803,1964,8,483,0,2008,205000,0
1113,7100,7,1957,1957,816,816,5,308,0,2006,129900,0
1114,8923,7,1953,2006,1008,1008,6,240,0,2007,134500,0
1115,5400,7,1954,2000,833,833,4,326,0,2006,117000,0
1116,12085,5,2007,2007,1734,1734,7,928,0,2007,318000,1
1117,7750,5,2002,2002,408,1419,7,527,0,2009,184100,0
1118,9764,7,1967,2003,894,894,5,450,0,2008,130000,0
1119,13825,6,1958,1987,533,1601,6,300,0,2008,140000,0
1120,7560,5,1959,1959,1040,1040,6,286,0,2006,133700,0
1121,8263,5,1920,1950,1012,1012,6,308,0,2007,118400,0
1122,10084,5,2005,2006,1552,1552,7,782,0,2006,212900,0
1123,8926,3,1956,1956,672,960,5,288,0,2009,112000,0
1124,9405,9,1947,2008,698,698,4,0,0,2009,118000,0
1125,9125,5,1992,1992,384,1482,7,392,0,2007,163900,0
1126,10434,5,1955,1955,1005,1005,5,672,0,2009,115000,0
1127,3684,5,2007,2007,1373,1555,7,660,0,2009,174000,0
1128,14572,5,2004,2004,1530,1530,7,630,0,2007,259000,1
1129,11796,5,2004,2005,847,1959,8,434,0,2007,215000,0
1130,7200,5,1980,1980,936,936,4,672,0,2007,140000,0
1131,7804,3,1928,1950,1122,1981,7,576,0,2009,135000,0
1132,10712,5,1991,1992,974,974,5,0,0,2007,93500,0
1133,9900,4,1880,1950,1008,2210,8,205,0,2007,117500,0
1134,9828,5,1995,1995,1128,2020,8,466,0,2009,239500,0
1135,8773,5,1997,1997,916,1600,7,460,0,2007,169000,0
1136,6180,5,1926,1950,960,986,5,180,0,2007,102000,0
1137,9600,5,1950,1950,1032,1252,6,288,0,2008,119000,0
1138,6342,8,1875,1996,780,1020,6,0,0,2010,94000,0
1139,9819,5,1977,1977,1567,1567,5,714,0,2009,196000,0
1140,8731,5,1920,1950,915,1167,6,495,0,2007,144000,0
1141,7350,7,1951,1951,952,952,4,840,0,2008,139000,0
1142,10304,7,1976,1976,780,1868,9,484,0,2009,197500,0
1143,9965,5,2006,2007,1466,2828,11,1052,0,2007,424870,1
1144,9000,3,1959,1959,1006,1006,5,0,0,2008,80000,0
1145,12180,4,1941,1950,672,924,5,280,0,2010,80000,0
1146,6240,6,1928,1950,1042,1576,8,225,0,2006,149000,0
1147,11200,5,1985,1985,1298,1298,5,403,0,2006,180000,0
1148,12000,7,1941,1950,704,1564,7,234,0,2009,174500,0
1149,5700,7,1926,1950,572,1111,5,288,0,2008,116900,0
1150,9000,9,1920,1988,650,1482,7,324,0,2009,143000,0
1151,8280,5,1950,1950,932,932,4,306,0,2007,124000,0
1152,17755,4,1959,1959,1466,1466,6,528,0,2006,149900,0
1153,14115,7,1956,2004,1073,1811,6,470,0,2006,230000,0
1154,5890,8,1930,2007,816,816,5,432,0,2008,120500,0
1155,13700,6,1965,1988,864,1820,8,492,0,2008,201800,0
1156,10768,8,1976,2004,1437,1437,6,528,0,2007,218000,0
1157,9350,8,1965,1999,1219,1265,6,502,0,2008,179900,0
1158,5001,5,2007,2008,1314,1314,6,626,0,2009,230000,0
1159,11932,5,2007,2008,1580,1580,7,830,0,2008,235128,0
1160,9120,6,1974,1974,901,1876,8,540,0,2008,185000,0
1161,2280,5,1978,1978,855,1456,7,440,0,2010,146000,0
1162,14778,7,1954,2006,1296,1640,7,924,0,2008,224000,0
1163,8724,5,1968,1968,894,894,5,450,0,2007,129000,0
1164,12900,4,1969,1969,1198,1258,6,400,0,2008,108959,0
1165,16157,7,1978,1978,1360,1432,5,588,0,2007,194000,0
1166,9541,5,2009,2009,1502,1502,7,644,0,2009,233170,0
1167,10475,5,2008,2008,1694,1694,7,776,0,2010,245350,0
1168,10852,5,2000,2000,959,1671,7,472,0,2006,173000,0
1169,13728,7,1935,1986,1127,2108,7,540,0,2008,235000,0
1170,35760,5,1995,1996,1930,3627,10,807,0,2006,625000,1
1171,9880,6,1977,1977,1096,1118,6,358,0,2008,171000,0
1172,9120,6,1958,1958,1261,1261,6,433,1400,2008,163000,0
1173,4017,5,2006,2007,625,1250,5,625,0,2008,171900,0
1174,18030,6,1946,1994,1598,3086,12,0,0,2007,200500,0
1175,16560,8,1932,1950,952,2345,9,360,0,2006,239000,0
1176,10678,5,1992,2000,1683,2872,9,541,0,2007,285000,1
1177,6951,5,1984,1985,876,923,5,264,0,2008,119500,0
1178,3950,8,1926,2004,818,1224,5,210,0,2009,115000,0
1179,7681,6,1921,1950,731,1343,7,186,0,2009,154900,0
1180,8335,5,1954,1954,0,1124,5,0,0,2006,93000,0
1181,11170,5,1990,1991,1216,2514,8,693,0,2006,250000,1
1182,5587,5,2008,2008,1600,1652,5,482,0,2008,392500,1
1183,15623,5,1996,1996,2396,4476,10,813,0,2007,745000,1
1184,10800,6,1920,1950,1120,1130,5,720,0,2006,120000,0
1185,35133,4,1963,1963,1572,1572,5,995,0,2007,186700,0
1186,9738,7,1924,1950,784,1221,7,392,0,2006,104900,0
1187,10615,5,1900,1970,978,1699,7,420,0,2009,95000,0
1188,12461,5,1994,1995,1624,1624,5,757,0,2006,262000,1
1189,8935,5,2002,2002,831,1660,7,493,0,2009,195000,0
1190,7500,5,1999,1999,994,1804,7,442,0,2010,189000,0
1191,32463,4,1961,1975,1249,1622,7,1356,0,2007,168000,0
1192,2645,5,1999,2000,776,1441,5,492,0,2007,174000,0
1193,9600,8,1925,1994,702,1472,6,250,0,2007,125000,0
1194,4500,5,1999,1999,1224,1224,5,402,0,2009,165000,0
1195,9364,7,1969,1969,663,1352,7,299,0,2010,158000,0
1196,8029,5,2005,2005,728,1456,8,400,0,2008,176000,0
1197,14054,5,2006,2006,879,1863,9,660,0,2006,219210,0
1198,8850,6,1916,1950,815,1690,7,225,0,2006,144000,0
1199,9100,5,2001,2001,1212,1212,6,573,0,2009,178000,0
1200,11235,5,1963,1979,1051,1382,6,459,0,2006,148000,0
1201,9353,5,1970,1970,864,864,5,280,0,2006,116050,0
1202,10400,5,1998,1998,866,1779,6,546,0,2009,197900,0
1203,6000,8,1925,1997,884,1348,5,216,0,2009,117000,0
1204,9750,5,2000,2001,1630,1630,6,451,0,2009,213000,0
1205,10140,6,1975,1975,1056,1074,6,495,0,2006,153500,0
1206,14684,7,1990,1991,2158,2196,7,701,0,2009,271900,1
1207,8900,4,1966,1966,1056,1056,5,384,0,2006,107000,0
1208,9135,5,2003,2003,1682,1700,7,544,0,2006,200000,0
1209,7763,7,1962,1980,931,1283,6,506,0,2008,140000,0
1210,10182,5,2006,2006,1660,1660,8,500,0,2006,290000,1
1211,11218,5,1992,1992,1055,1845,8,462,400,2010,189000,0
1212,12134,7,1988,2005,559,1752,8,492,0,2010,164000,0
1213,9340,6,1941,1950,672,672,4,234,0,2009,113000,0
1214,10246,9,1965,2001,648,960,3,364,0,2006,145000,0
1215,10205,5,1962,1962,925,999,6,300,0,2006,134500,0
1216,7094,5,1966,1966,894,894,5,384,0,2007,125000,0
1217,8930,5,1978,1978,0,1902,8,539,0,2010,112000,0
1218,8640,5,2009,2009,1300,1314,6,552,0,2009,229456,0
1219,6240,5,1947,1950,0,912,3,0,0,2006,80500,0
1220,1680,5,1971,1971,672,1218,7,0,0,2006,91500,0
1221,7800,5,1964,1964,912,912,5,288,0,2006,115000,0
1222,8250,5,1968,1968,952,1211,5,322,0,2008,134000,0
1223,10496,6,1949,1950,1040,1846,7,315,0,2007,143000,0
1224,10680,3,1951,1951,2136,2136,7,528,0,2006,137900,0
1225,15384,5,2004,2005,788,1490,8,388,0,2008,184000,0
1226,10482,8,1958,1958,588,1138,6,264,0,2007,145000,0
1227,14598,5,2007,2007,894,1933,9,668,0,2008,214000,0
1228,8872,8,1965,2008,912,912,5,576,0,2008,147000,0
1229,8769,5,2008,2008,1702,1702,7,1052,0,2008,367294,1
1230,7910,5,1960,1960,1075,1507,7,404,0,2008,127000,0
1231,18890,5,1977,1977,1361,2620,12,600,8300,2007,190000,0
1232,7728,6,1962,1962,1106,1190,6,540,0,2006,132500,0
1233,9842,5,1962,1962,0,1224,6,462,0,2007,101800,0
1234,12160,5,1959,1959,1188,1188,6,531,0,2010,142000,0
1235,8525,6,1911,1950,940,1964,7,0,0,2008,130000,0
1236,13132,5,1914,1950,747,1784,9,180,0,2006,138887,0
1237,2628,5,2003,2003,764,1626,6,474,0,2010,175500,0
1238,12393,5,2004,2005,847,1948,8,434,0,2006,195000,0
1239,13072,5,2005,2005,1141,1141,6,484,0,2006,142500,0
1240,9037,5,2006,2006,1476,1484,6,472,0,2007,265900,1
1241,8158,5,2003,2003,884,1768,8,543,0,2008,224900,0
1242,9849,6,2007,2007,1689,1689,7,954,0,2007,248328,1
1243,10625,6,1974,1974,1053,1173,6,528,0,2010,170000,0
1244,13891,5,2006,2006,2076,2076,7,850,0,2006,465000,1
1245,11435,7,1929,1950,792,1517,7,400,0,2006,230000,0
1246,12090,7,1984,2003,585,1868,7,477,0,2007,178000,0
1247,8125,5,2005,2006,756,1553,6,615,0,2006,186500,0
1248,12328,5,1976,1976,1012,1034,6,888,0,2010,169900,0
1249,9600,5,1917,1950,735,2058,8,396,0,2008,129500,0
1250,7200,7,1950,1950,876,988,6,276,0,2007,119000,0
1251,11160,5,1968,1968,2110,2110,8,522,0,2010,244000,0
1252,3136,5,2003,2003,1405,1405,6,478,0,2006,171750,0
1253,9858,6,1968,1968,864,874,5,288,600,2009,130000,0
1254,17542,7,1974,2003,1192,2167,9,518,0,2007,294000,1
1255,6931,5,2003,2004,746,1656,7,397,0,2008,165400,0
1256,6240,6,1931,1950,884,1367,6,560,0,2007,127500,0
1257,14303,5,1994,1994,1986,1987,7,691,0,2008,301500,1
1258,4060,8,1922,1950,864,864,4,0,0,2009,99900,0
1259,9587,5,2005,2005,856,1166,5,400,0,2008,190000,0
1260,9750,8,1969,1969,1054,1054,6,460,0,2008,151000,0
1261,24682,5,1999,1999,841,1675,7,502,0,2009,181000,0
1262,9600,6,1956,1956,1050,1050,5,338,0,2009,128900,0
1263,11250,5,1957,1989,1104,1788,8,304,0,2009,161500,0
1264,13515,6,1919,1950,764,1824,8,520,0,2007,180500,0
1265,4060,5,1998,1999,1405,1337,5,511,0,2008,181000,0
1266,3735,5,1999,1999,691,1452,6,506,0,2006,183900,0
1267,10120,4,1910,1950,925,1889,9,308,0,2007,122000,0
1268,13214,5,2008,2009,2002,2018,10,746,0,2010,378500,1
1269,14100,9,1935,1997,728,3447,11,1014,0,2008,381000,1
1270,11344,5,1958,1958,874,1524,7,315,0,2007,144000,0
1271,23595,6,1979,1979,1332,1524,4,586,0,2010,260000,1
1272,9156,7,1968,1968,1489,1489,7,462,0,2009,185750,0
1273,13526,6,1965,1965,935,935,5,288,0,2006,137000,0
1274,11512,7,1959,2006,1019,1357,5,312,0,2008,177000,0
1275,5362,6,1910,2003,661,1250,8,552,0,2007,139000,0
1276,11345,5,1948,1950,928,1920,10,400,0,2007,137000,0
1277,12936,6,1972,1972,723,1395,6,497,0,2009,162000,0
